Keyword,Count
cardiac angiography,1
multiple detector row computerized tomography scanner,1
lv function analysis,1
cardio analyser,1
4d mdct images,1
automatic segmentation algorithm,1
multicast routing,1
np-hard,1
tree-based shortest path multicast algorithms,1
mesh-connected multicomputers,1
network communications,1
production automation area,1
user-oriented information visualization,1
multiagent system,1
distributed agents,1
hud,1
invisible interface,1
ios interface,1
electronic media,1
blockbuster game,1
modern electronic design,1
intelligent planning systems,1
integrated ontology set,1
collaborative planning systems,1
reasoning mechanism,1
multimodality visualisation,1
flip animation,1
web based demographic simulation system,1
flip visualization,1
relevant query direction,1
image database browsing,1
large image archive searching,1
intuitive visualization space partitioning,1
cognitive display space partitioning,1
layout method,1
image visualisation research,1
image database navigation,1
colored words,1
sentence structure,1
fictional texts,1
text genre,1
writing style,1
fictional narratives,1
scientific articles,1
color pattern,1
unlinked document analysis,1
interactive visual analytic tool,1
open data portals,1
open data movement,1
geomorphological studies,1
virtual visits,1
3d web visualization,1
web3d framework,1
map speleothems,1
webgl,1
cave chamber data modeling,1
3d graphical interface,1
3d model generation,1
geomorphology,1
3d-mesh,1
cave chamber interiors,1
underground caves,1
topic tracer,1
document set,1
topic transition visualization,1
data-driven color mapping,1
multivariate datasets visual mining,1
pixel-oriented visualization,1
unsupervised visual data mining,1
som approach,1
spatial configuration problem,1
clp,1
vr design,1
intelligent configuration system,1
knowledge design,1
real-time 3d graphic environment,1
intelligent virtual environment,1
virtual design,1
ve,1
multiple datasets,1
complex clinical datasets,1
data visualization interactive prototype,1
contextual knowledge,1
medical decision making,1
context-based patient data,1
critical care patient data visualizations,1
user-defined temporal resolutions,1
critical care decisions,1
user-defined spatial organization,1
medical informatics,1
multivariate relational visualization,1
image signatures,1
arabic script,1
fast multistage algorithm,1
normalisation,1
isolated arabic characters,1
map labeling processes,1
schematic railway maps,1
schematic representation,1
parameter tuning,1
railway line segments,1
octilinear network layouts,1
progressive annotation,1
railway network,1
station names,1
empirically obtained stiffness,1
mechanical stiffness,1
obstetrics,1
computer based model,1
newborn neck mobility assessment,1
virtual reality program,1
motion range,1
haptic user interface,1
force feedback user interface,1
static rendering,1
double buffering technique,1
multibuffers,1
frame rate,1
fast animated transitions,1
fatum library,1
fast animations,1
content scrolling,1
document rendering,1
virtual view,1
trajectory detection,1
camera-based scrolling interface,1
device motion detection,1
embedded camera,1
video stream analysis,1
small-screen rendering,1
movable window,1
xml-files,1
intermediate format,1
multidimensional microscope images,1
virtual lab-notebook,1
image management,1
java applets,1
xsl,1
modern web browser,1
blade graph,1
coloring,1
characteristic subsets,1
analytical task,1
social media dataset,1
dimensional morphing interface,1
visual interface morphing,1
dynamic learning evaluation,1
innovative dynamic dimensional morphing metaphor,1
productive feedback,1
elearning monitoring tools,1
course analysis,1
animated enhanced information,1
students engagement,1
temporal analytics data,1
learning designs,1
higher education courses,1
document cocitation counts visualisation,1
formal publications,1
correlation coefficients,1
polyline averaging,1
parallel coordinate direct manipulation,1
parallel coordinate browser,1
visualization criticism,1
pragmatic visualization,1
missing link,1
debugger-like tool,1
symbolic construction plan,1
sketch-based selection method,1
symbolic solver,1
automated data capture,1
altimetry,1
sar interferometry,1
visual environmental impact assessment,1
real-time video photogrammetry,1
visual impact assessment,1
radar altimetry,1
digital elevation model,1
aggregate stacked graph,1
stock analysis,1
item-set time series,1
daily music listening behavior,1
scientific web intelligence,1
new zealand university web sites,1
subject-based clusters,1
exploratory tool,1
vocabulary spectral analysis,1
vsa,1
academic web site clustering,1
java algorithm animation,1
constraint handling rule programs,1
java programs,1
chr programs,1
dynamic methodology,1
visual trace utility,1
scientific disciplines mapping,1
data parsing,1
author expertise,1
data harvesting,1
personal bibliography files,1
3d origami simulation system,1
biphase model,1
origami system,1
physical restrictions,1
gap representation,1
folding,1
origami figures,1
graphical gap-model,1
time-based virtual heritage,1
computer generated visualisations,1
virtual heritage projects,1
memorable experiences,1
educational experiences,1
state-of-the-art computer games,1
virtual heritage place,1
affective experiences,1
local web domain mapping,1
co-citation graph representation,1
public gatherings,1
disaster response,1
word-clouds,1
global events,1
temporal local events,1
multilayer spatio-temporal event visualization,1
geo-tags,1
multilayered geo-locational word-cloud representation,1
twitter posts,1
time grid,1
geo-parsed microblog stream,1
real-time geo-parsing first geo-locates posts,1
real-time sound visualisation,1
real-time acoustic analysis,1
visual feedback loops,1
training musician,1
musical pedagogy,1
verbal feedback,1
group presentation,1
spherical picture,1
spice software package,1
multi-user 3d environment system,1
shared objects,1
denials,1
normative reasoning,1
critiquing intelligent design assistant,1
first order logic,1
negation,1
formal operational models,1
design compliance,1
horn clauses,1
contrary-to-duty statements,1
database integrity,1
duty statements,1
aida,1
regulatory design knowledge,1
design regulation formalisation,1
reading process,1
interactive fiction authoring tool,1
online authoring tool,1
reading experience,1
interactive content design,1
digital content production,1
multimedia resources,1
electronic book,1
multilegged articulated body,1
animated locomotion sequences,1
fourier series analysis,1
gait transition model,1
leg movement patterns,1
gait research,1
quadruped gaits,1
locomotion model,1
quadruped changing gait,1
rotoscoped model for movement,1
computer-based animation,1
gait transitions,1
horse movement,1
pattern block,1
computer recognition,1
physical-tangible objects,1
hands-on learning,1
user-handled objects,1
architectural research,1
puebla city,1
architectural information register,1
case study projects,1
méxico,1
architectural documentation,1
audiovisual content,1
multimedia content design,1
hand-postural data transformation,1
hand segment positions,1
building simulation,1
interactive immersive visualization,1
computational fluid dynamics visualization,1
computational fluid dynamics simulation,1
interactive gesture recognition,1
real-time interactions,1
attractive covalent forces,1
molecular dynamics visualization,1
si,1
short-range repulsion forces,1
crystallisation,1
melting,1
atomic-scale material models,1
molecular dynamics simulation,1
interactive virtual visualization tool,1
langevin equations of motion,1
atomic scale material behavior simulation,1
amorphization,1
crystal growth from melt,1
amorphisation,1
single-crystal si,1
pictorial representations,1
dimensional relationships,1
